2019,2018,2017,2016,2015
The Tallest Man on Earth,Dylan Carlson,Bonobo,Alicia Keys,Pokey LaFarge
User: 7.9,User: tbd,User: 7.9,User: 8.5,User: tbd
19-Apr-19,27-Apr-18,13-Jan-17,4-Nov-16,7-Apr-15
Blue With Lou,Wait For Love,Out Her Space,Exploded View,"Yours, Dreamily"
75,75,77,76,76
Nils Lofgren,Pianos Become the Teeth,Karl Blau,Exploded View,The Arcs
User: tbd,User: 8.0,User: tbd,User: 8.0,User: 8.2
26-Apr-19,16-Feb-18,17-Nov-17,19-Aug-16,4-Sep-15
Guesswork,async: Remodels,Queens of the Breakers,Ultimate Care II,Untethered Moon
75,75,77,76,76
Lloyd Cole,Ryuichi Sakamoto,The Barr Brothers,Matmos,Built To Spill
User: tbd,User: tbd,User: 6.9,User: 7.6,User: 8.1
26-Jul-19,16-Feb-18,13-Oct-17,19-Feb-16,21-Apr-15
Forever Turned Around,Please Don't Be Dead,Full Closure and No Details,Livin' on a High Note,Lost and Found
75,75,77,76,76
Whitney,Fantastic Negrito,Gabriella Cohen,Mavis Staples,Buena Vista Social Club
User: 8.1,User: tbd,User: tbd,User: 6.5,User: tbd
30-Aug-19,15-Jun-18,17-Mar-17,19-Feb-16,24-Mar-15
Injury Reserve,Vaxis - Act I: The Unheavenly Creatures,Mr. Davis,Gensho,If I Was
75,75,77,76,76
Injury Reserve,Coheed and Cambria,Gucci Mane,Boris,The Staves
User: 8.0,User: 7.1,User: 6.2,User: tbd,User: 8.0
17-May-19,5-Oct-18,13-Oct-17,18-Mar-16,23-Mar-15
This Is Not the End,Quit the Curse,Routines,Integrity Blues,Pickpocket's Locket
75,75,77,76,76
Spielbergs,Anna Burch,Hoops,Jimmy Eat World,Frog Eyes
User: 7.3,User: 8.2,User: tbd,User: 7.6,User: tbd
1-Feb-19,2-Feb-18,5-May-17,21-Oct-16,28-Aug-15
"Hey, I'm Just Like You",The Other,Abysmal Thoughts,Dangerous Woman,Love Songs for Robots
75,75,77,76,76
Tegan and Sara,King Tuff,The Drums,Ariana Grande,Patrick Watson
User: 8.0,User: 8.0,User: 8.1,User: 8.4,User: 8.8
27-Sep-19,13-Apr-18,16-Jun-17,20-May-16,12-May-15
An Obelisk,Czarface Meets Metal Face,Silver/Lead,Splendor & Misery,Homesick
75,75,77,76,76
Titus Andronicus,Czarface/MF Doom,Wire,Clipping,Matrixxman
User: 7.6,User: 7.6,User: 8.3,User: 8.2,User: tbd
21-Jun-19,30-Mar-18,7-Apr-17,9-Sep-16,10-Jul-15
Hello Exile,Go to School,Shitty Hits,Do Hollywood,Darling Arithmetic
75,75,77,76,76
The Menzingers,The Lemon Twigs,Katie von Schleicher,Lemon Twigs,Villagers
User: tbd,User: 7.5,User: tbd,User: 8.0,User: 6.8
4-Oct-19,24-Aug-18,28-Jul-17,14-Oct-16,14-Apr-15
Ginger,The Switch,The Bob's Burgers Music Album [Original Television Soundtrack],Ruminations,The Story of Sonny Boy Slim
75,75,77,76,76
BROCKHAMPTON,Body/Head,Original Soundtrack,Conor Oberst,"Gary Clark, Jr."
User: 7.8,User: 6.0,User: tbd,User: 8.4,User: 7.3
23-Aug-19,13-Jul-18,12-May-17,14-Oct-16,11-Sep-15
I Have to Feed Larry's Hawk,The Long Walk,Notes of Blue,Lost Time,Wald
75,75,77,76,76
White Fence,Uniform,Son Volt,Tacocat,Pole
User: 5.3,User: tbd,User: 7.1,User: tbd,User: tbd
25-Jan-19,17-Aug-18,17-Feb-17,1-Apr-16,18-Sep-15
Late Night Feelings,Black Rainbow Sound,Half-Light,Darkness and Light,Lost Time
75,75,77,76,76
Mark Ronson,Menace Beach,Rostam,John Legend,Fox Millions Duo
User: 7.9,User: tbd,User: 7.3,User: 6.7,User: tbd
21-Jun-19,7-Sep-18,15-Sep-17,2-Dec-16,24-Jul-15
Thrashing thru the Passion,Bought to Rot,Brood X,A Cure for Loneliness,At Least for Now
75,75,77,76,75
The Hold Steady,Laura Jane Grace & the Devouring Mothers,Boss Hog,Peter Wolf,Benjamin Clementine
User: 6.8,User: 6.9,User: tbd,User: tbd,User: 8.8
16-Aug-19,9-Nov-18,24-Mar-17,8-Apr-16,12-Jan-15
Fever Breaks,"I Have Fought Against It, But I Can't Any Longer.",Antisocialites,Aa,The Traveling Kind
75,75,77,76,75
Josh Ritter,The Body,Alvvays,Baauer,Rodney Crowell
User: 6.5,User: 7.5,User: 8.4,User: 7.6,User: tbd
26-Apr-19,11-May-18,8-Sep-17,18-Mar-16,12-May-15
Gallipoli,Elephants on Acid,Golden Eagle,Before A Million Universes,Hammer of the Witches
75,75,77,76,75
Beirut,Cypress Hill,Holly Macve,Big Ups,Cradle of Filth
User: 7.5,User: 7.4,User: tbd,User: 7.6,User: 7.9
1-Feb-19,28-Sep-18,3-Mar-17,4-Mar-16,10-Jul-15
Social Cues,Floating Features,Last Place,Babes Never Die,Many Moons
75,75,76,76,75
Cage the Elephant,La Luz,Grandaddy,Honeyblood,Martin Courtney
User: 8.6,User: tbd,User: 7.9,User: tbd,User: 7.1
19-Apr-19,11-May-18,3-Mar-17,28-Oct-16,30-Oct-15
Unfurl,Johnny Cash: Forever Words,Why Love Now,Jumping the Shark,The Desired Effect
75,75,76,76,75
Ry X,Various Artists,Pissed Jeans,Alex Cameron,Brandon Flowers
User: 7.8,User: tbd,User: 7.5,User: 8.5,User: 8.6
15-Feb-19,6-Apr-18,24-Feb-17,19-Aug-16,19-May-15
Sasami,"Everything Was Beautiful, And Nothing Hurt",Who Built the Moon?,Principe del Norte,25
75,75,76,76,75
Sasami,Moby,Noel Gallagher's High Flying Birds,Prins Thomas,Adele
User: 7.3,User: 6.8,User: 7.4,User: tbd,User: 7.6
8-Mar-19,2-Mar-18,24-Nov-17,19-Feb-16,20-Nov-15
Eraserland,Everything Is Recorded by Richard Russell,In the Same Room,Super,Arms Around a Vision
75,75,76,75,75
Strand of Oaks,Everything Is Recorded,Julia Holter,Pet Shop Boys,Girls Names
User: 7.5,User: 7.2,User: 7.8,User: 7.5,User: tbd
22-Mar-19,16-Feb-18,31-Mar-17,1-Apr-16,2-Oct-15
Jade Bird,No Shame,You Only Live 2wice,Skin,Unbreakable
75,74,76,75,75
Jade Bird,Lily Allen,Freddie Gibbs,Flume,Janet Jackson
User: 8.3,User: 8.1,User: 7.7,User: 8.4,User: 8.3
19-Apr-19,8-Jun-18,31-Mar-17,27-May-16,2-Oct-15
Seeker,K.T.S.E.,SweetSexySavage,IV,The Light in You
75,74,76,75,75
Mikal Cronin,Teyana Taylor,Kehlani,Black Mountain,Mercury Rev
User: tbd,User: 8.0,User: 8.7,User: 7.9,User: 8.0
25-Oct-19,23-Jun-18,27-Jan-17,1-Apr-16,2-Oct-15
Weather,Good Thing,Hug of Thunder,Promise Everything,DJ-Kicks
75,74,76,75,75
Tycho,Leon Bridges,Broken Social Scene,Basement,Actress
User: 4.8,User: 7.2,User: 8.1,User: 7.0,User: tbd
12-Jul-19,4-May-18,7-Jul-17,29-Jan-16,4-May-15
Destroyer,"Love, Loss and Auto-Tune",Warmth,Blood Moon,Crosseyed Heart
75,74,76,75,75
Black Mountain,Swamp Dogg,Blondes,M. Craft,Keith Richards
User: 7.9,User: tbd,User: tbd,User: tbd,User: 7.7
24-May-19,7-Sep-18,11-Aug-17,17-Jun-16,18-Sep-15
Mystery Hour,On Reflection,Moh Lhean,The Heretic's Bargain,Afraid Of Ghosts
75,74,76,75,75
Pavo Pavo,Selling,Why?,Rangda,Butch Walker
User: 5.4,User: tbd,User: 7.3,User: tbd,User: 6.6
25-Jan-19,14-Dec-18,3-Mar-17,19-Feb-16,3-Feb-15
Stuffed & Ready,A Broke Moon Rises,Themes for Dying Earth,Love Yes,Universes
75,74,76,75,75
Cherry Glazerr,Papa M,Teen Daze,TEEN,Seven Davis Jr.
User: 7.9,User: tbd,User: 7.4,User: 7.5,User: tbd
1-Feb-19,17-Aug-18,10-Feb-17,19-Feb-16,24-Jul-15
The Soft Cavalry,Hippo Lite,Reflections: Mojave Desert,The Life Of Pablo,Red Kite
75,74,76,75,75
The Soft Cavalry,Drinks,Floating Points,Kanye West,Sarah Cracknell
User: 7.9,User: 8.0,User: 7.3,User: 7.7,User: tbd
5-Jul-19,20-Apr-18,30-Jun-17,13-Feb-16,15-Jun-15
After You,European Heartbreak,Native Invader,Bloom Forever,Bahdeni Nami
75,74,76,75,75
Jack Peñate,Amber Arcades,Tori Amos,Thomas Cohen,Omar Souleyman
User: 7.8,User: 6.4,User: 8.8,User: tbd,User: tbd
6-Dec-19,28-Sep-18,8-Sep-17,6-May-16,24-Jul-15
Origin,Boarding House Reach,The Imperfect Sea,Triangle,Late Night Endless
75,74,76,75,75
Jordan Rakei,Jack White,Penguin Cafe,Susanna,Sherwood & Pinch
User: 7.7,User: 7.5,User: tbd,User: tbd,User: tbd
14-Jun-19,23-Mar-18,5-May-17,22-Apr-16,10-Feb-15
King's Mouth: Music and Songs,Across the Meridian,Epoch,Cistern,Dark Bird Is Home
74,74,76,75,75
The Flaming Lips,Pram,Tycho,Jherek Bischoff,The Tallest Man on Earth
User: 7.9,User: tbd,User: 6.8,User: tbd,User: 7.6
19-Jul-19,20-Jul-18,20-Jan-17,15-Jul-16,12-May-15
Abundance Welcoming Ghosts,Ghost Stories for Christmas,Sky Trails,Lola,Alone in the Universe
74,74,76,75,75
Red River Dialect,Aidan Moffat,David Crosby,Carrie Rodriguez,Jeff Lynne's ELO
User: tbd,User: tbd,User: tbd,User: tbd,User: 7.4
27-Sep-19,7-Dec-18,29-Sep-17,19-Feb-16,13-Nov-15
Pursuit of Momentary Happiness,Kazuashita,Bring on the Sun,Overnight,The Documentary 2
74,74,76,75,75
Yak,Gang Gang Dance,Laraaji,Josienne Clarke & Ben Walker,The Game
User: 7.5,User: 7.7,User: tbd,User: tbd,User: 7.6
8-Feb-19,22-Jun-18,22-Sep-17,14-Oct-16,9-Oct-15
Weird,Encore,Wolves,Minor Victories,Golem
74,74,76,75,75
Juliana Hatfield,Anderson East,Rise Against,Minor Victories,Wand
User: tbd,User: 7.4,User: 8.2,User: 7.3,User: tbd
18-Jan-19,12-Jan-18,9-Jun-17,3-Jun-16,17-Mar-15
Inside the Rose,I Like Fun,Children of Alice,Hypercaffium Spazzinate,Bashed Out
74,74,76,75,75
These New Puritans,They Might Be Giants,Children of Alice,Descendents,This Is the Kit
User: 8.0,User: 8.3,User: tbd,User: 7.9,User: tbd
22-Mar-19,19-Jan-18,24-Feb-17,29-Jul-16,7-Apr-15
Free Nationals,Endless Scroll,Luciferian Towers,It's Hard for Me to Say I'm Sorry,Mourn
74,74,76,75,75
Free Nationals,Bodega,Godspeed You! Black Emperor,Christian Fennesz,Mourn
User: 6.8,User: 7.7,User: 7.9,User: 8.0,User: 7.5
13-Dec-19,6-Jul-18,22-Sep-17,24-Jun-16,17-Feb-15
Hasta el Cielo,Lionheart,Popular Manipulations,SremmLife 2,The Scene Between
74,74,76,75,75
Khruangbin,H.C. McEntire,The Districts,Rae Sremmurd,The Go! Team
User: tbd,User: tbd,User: 7.7,User: 7.0,User: 8.0
12-Jul-19,26-Jan-18,11-Aug-17,12-Aug-16,24-Mar-15
Dusty Notes,Us,Volume 1,Writing of Blues & Yellows,The Incredible True Story
74,74,76,75,75
Meat Puppets,Empress Of,BNQT,Billie Marten,Logic
User: 5.0,User: 7.7,User: 7.1,User: 8.0,User: 8.0
8-Mar-19,19-Oct-18,28-Apr-17,23-Sep-16,13-Nov-15
Why Me? Why Not.,Snow Bound,Joy Comes Back,Adventure,Woman
74,74,76,75,75
Liam Gallagher,The Chills,Ruthie Foster,Shonen Knife,Jill Scott
User: 8.6,User: tbd,User: tbd,User: tbd,User: 8.1
20-Sep-19,14-Sep-18,24-Mar-17,1-Apr-16,24-Jul-15
Map of the Soul: Persona,Egypt Station,Plum,Each Other,The Deepest Lake
74,74,76,75,75
BTS,Paul McCartney,Wand,Aidan Knight,Dengue Fever
User: 8.3,User: 7.6,User: 6.0,User: tbd,User: tbd
12-Apr-19,7-Sep-18,22-Sep-17,22-Jan-16,27-Jan-15
Miami Memory,KIN [Original Motion Picture Soundtrack],Dead Cross,4 Your Eyez Only,Froot
74,74,76,75,75
Alex Cameron,Mogwai,Dead Cross,J. Cole,Marina and the Diamonds
User: 8.3,User: 6.5,User: 7.8,User: 7.5,User: 8.9
13-Sep-19,31-Aug-18,4-Aug-17,9-Dec-16,16-Mar-15
Guild of the Asbestos Weaver,Now! (In a Minute),"Deer Tick, Vol. 2",Strange Little Birds,We Are Nots
74,74,76,75,75
Alexander Tucker,Audiobooks,Deer Tick,Garbage,Nots
User: tbd,User: tbd,User: 7.3,User: 8.0,User: tbd
23-Aug-19,2-Nov-18,15-Sep-17,10-Jun-16,13-Nov-15
KIRK,Part of the Light,Crooked Calypso,"I Like It When You Sleep, For You Are So Beautiful Yet So Unaware of It",Olympic Mess
74,74,76,75,75
DaBaby,Ray LaMontagne,Paul Heaton,The 1975,Helm
User: 6.5,User: tbd,User: tbd,User: 8.0,User: tbd
27-Sep-19,18-May-18,21-Jul-17,26-Feb-16,23-Jun-15
Almost Free,Go Dig My Grave,Fresh Air,Glass,"Fingers, Bank Pads and Shoe Prints"
74,74,76,75,75
FIDLAR,Susanna,Faust,Illum Sphere,RP Boo
User: 7.2,User: tbd,User: tbd,User: tbd,User: tbd
25-Jan-19,9-Feb-18,5-May-17,11-Nov-16,30-Jun-15
Encore,Powerhouse,Apocalipstick,Kamikaze,Wire
74,74,76,75,75
The Specials,Planningtorock,Cherry Glazerr,The So So Glos,Wire
User: 7.3,User: tbd,User: 8.2,User: tbd,User: 8.0
1-Feb-19,9-Nov-18,20-Jan-17,20-May-16,21-Apr-15
What Chaos Is Imaginary,Passwords,Don't Get Lost,Sunlit Youth,Glider
74,74,76,75,75
Girlpool,Dawes,The Brian Jonestown Massacre,Local Natives,Heather Woods Broderick
User: 6.9,User: 7.3,User: 7.3,User: 8.2,User: tbd
1-Feb-19,22-Jun-18,24-Feb-17,9-Sep-16,10-Jul-15
Let's Rock,Rare Birds,Thrice Woven,Crab Day,Long Lost Suitcase
73,74,76,75,75
The Black Keys,Jonathan Wilson,Wolves in the Throne Room,Cate Le Bon,Tom Jones
User: 7.9,User: 7.6,User: 7.8,User: 8.0,User: tbd
28-Jun-19,2-Mar-18,22-Sep-17,15-Apr-16,4-Dec-15
Yu,The Anteroom,11 Short Stories Of Pain & Glory,Pool,Everything Else Matters
73,74,76,75,75
Rosie Lowe,How to Dress Well,Dropkick Murphys,Porches,Pinkshinyultrablast
User: 7.5,User: 8.0,User: 7.2,User: 7.8,User: 7.8
10-May-19,19-Oct-18,6-Jan-17,5-Feb-16,27-Jan-15
Fishing for Fishies,KOD,Blue Chips 7000,Care,Shadow of the Sun
73,73,76,75,75
King Gizzard & the Lizard Wizard,J. Cole,Action Bronson,How to Dress Well,Moon Duo
User: 7.6,User: 7.6,User: 7.5,User: 7.8,User: 7.5
26-Apr-19,20-Apr-18,25-Aug-17,23-Sep-16,3-Mar-15
There Existed an Addiction to Blood,Superorganism,Hang,Animal Races,If I Should Go Before You
73,73,76,75,75
clipping.,Superorganism,Foxygen,Cool Ghouls,City and Colour
User: 7.8,User: 8.0,User: 8.0,User: tbd,User: 8.3
18-Oct-19,2-Mar-18,20-Jan-17,12-Aug-16,9-Oct-15
LP5,Closer Apart,Backwater,Shine a Light: Field Recordings from the Great American Railroad,Before We Forgot How to Dream
73,73,76,75,75
Apparat,Okzharp,Kllo,Billy Bragg,SOAK
User: 7.5,User: tbd,User: 7.3,User: tbd,User: 8.3
22-Mar-19,6-Jul-18,20-Oct-17,23-Sep-16,2-Jun-15
Angel's Pulse [Mixtape],Last Night All My Dreams Came True,What Do You Think About the Car?,Between Waves,Big Dark Love
73,73,76,75,75
Blood Orange,Wild Beasts,Declan McKenna,The Album Leaf,Murder by Death
User: 8.1,User: 7.3,User: 8.4,User: tbd,User: tbd
12-Jul-19,16-Feb-18,21-Jul-17,26-Aug-16,3-Feb-15
Bobbie Gentry's the Delta Sweete Revisited,Minus,In Mind,Utility,Not Real
73,73,76,75,75
Mercury Rev,Daniel Blumberg,Real Estate,Kowton,Stealing Sheep
User: 6.8,User: 8.5,User: 7.5,User: tbd,User: 7.8
8-Feb-19,4-May-18,17-Mar-17,15-Apr-16,21-Apr-15
"- Ugh, those feels again",Lo Moon,The Possum in the Driveway,The Gamble,Courting the Squall
73,73,75,75,75
Snoh Aalegra,Lo Moon,Mark Mulcahy,Nonkeen,Guy Garvey
User: 8.4,User: 8.0,User: tbd,User: 8.5,User: 8.0
16-Aug-19,23-Feb-18,28-Apr-17,5-Feb-16,30-Oct-15
Wave,Art of Doubt,Belief System,More Rain,Bad News Boys
73,73,75,75,75
Patrick Watson,Metric,Special Request,M. Ward,The King Khan & BBQ Show
User: tbd,User: 7.8,User: tbd,User: 6.7,User: tbd
18-Oct-19,21-Sep-18,27-Oct-17,4-Mar-16,24-Feb-15
The Competition,The Now Now,So You Wannabe an Outlaw,Jesu/Sun Kil Moon,B4.DA.$$
73,73,75,75,75
Lower Dens,Gorillaz,Steve Earle & the Dukes,Jesu,Joey Bada$$
User: 7.3,User: 7.9,User: tbd,User: 7.7,User: 8.1
6-Sep-19,29-Jun-18,16-Jun-17,22-Jan-16,20-Jan-15
Ephyra,A Million and One,Love in the 4th Dimension,Requiem,I Wasn't Born to Lose You
73,73,75,75,75
Woman's Hour,My Brightest Diamond,The Big Moon,Goat,Swervedriver
User: tbd,User: tbd,User: 7.7,User: 6.6,User: 8.1
15-Feb-19,23-Nov-18,7-Apr-17,7-Oct-16,3-Mar-15
The Brian Jonestown Massacre,Resistance Is Futile,Cigarettes After Sex,Eusa,Home Economics
73,73,75,75,75
The Brian Jonestown Massacre,Manic Street Preachers,Cigarettes After Sex,Yann Tiersen,Prinzhorn Dance School
User: 7.0,User: 6.4,User: 8.5,User: 8.3,User: 8.0
15-Mar-19,13-Apr-18,9-Jun-17,30-Sep-16,9-Jun-15
The State Between Us,ZEBRA,New Spirit,Femejism,Another One
73,73,75,74,75
Matthew Herbert Big Band,Arp,PVT,Deap Vally,Mac DeMarco
User: tbd,User: tbd,User: tbd,User: tbd,User: 8.4
29-Mar-19,22-Jun-18,17-Feb-17,16-Sep-16,7-Aug-15
Devour You,12,Embers,Heads Up,Cradle to the Grave
73,73,75,74,75
Starcrawler,Sloan,Throwing Snow,Warpaint,Squeeze
User: 8.0,User: tbd,User: 7.8,User: 7.4,User: 8.7
11-Oct-19,6-Apr-18,20-Jan-17,23-Sep-16,2-Oct-15
Everyday Life,Oxnard,The Fifth State of Consciousness,Familiar Touch,High Country
73,73,75,74,75
Coldplay,Anderson .Paak,Peaking Lights,DIANA,The Sword
User: 8.2,User: 7.9,User: tbd,User: tbd,User: 6.1
22-Nov-19,16-Nov-18,2-Jun-17,18-Nov-16,21-Aug-15
Power Chords,The Prophet Speaks,What Now,House in the Tall Grass,"Melbourne, Florida"
73,73,75,74,75
Mike Krol,Van Morrison,Sylvan Esso,Kikagaku Moyo,Dick Diver
User: 5.8,User: tbd,User: 7.5,User: 8.3,User: 8.3
25-Jan-19,7-Dec-18,28-Apr-17,13-May-16,10-Mar-15
Outer Peace,Render Another Ugly Method,Please Be Mine,"Yes, I'm a Witch Too",Calling Out
72,73,75,74,75
Toro y Moi,Mothers,Molly Burch,Yoko Ono,EZTV
User: 7.6,User: tbd,User: 6.9,User: 6.6,User: tbd
18-Jan-19,7-Sep-18,17-Feb-17,19-Feb-16,10-Jul-15
Spring,Myths 003,Death Song,Patience,Lucid Dreaming
72,73,75,74,75
Itasca,Dungen,The Black Angels,The Invisible,Say Lou Lou
User: tbd,User: tbd,User: 8.0,User: tbd,User: 8.6
1-Nov-19,16-Mar-18,21-Apr-17,10-Jun-16,21-Apr-15
Brutalism,Francis Trouble,Luv Is Rage 2,What One Becomes,Rattle That Lock
72,73,75,74,75
The Drums,"Albert Hammond, Jr.",Lil Uzi Vert,Sumac,David Gilmour
User: 6.2,User: 7.9,User: 6.9,User: tbd,User: 7.6
5-Apr-19,9-Mar-18,25-Aug-17,10-Jun-16,18-Sep-15
Father Of 4,The Sound of Music,Waiting on a Song,Foreverland,American Man
72,73,75,74,75
Offset,Laibach,Dan Auerbach,The Divine Comedy,The Yawpers
User: 6.9,User: 7.6,User: 7.3,User: 7.6,User: tbd
22-Feb-19,23-Nov-18,2-Jun-17,2-Sep-16,30-Oct-15
Doom Days,Magic Ship,Reflection,Post Plague,Dodge and Burn
72,73,75,74,75
Bastille,Mountain Man,Brian Eno,Odonis Odonis,The Dead Weather
User: 8.2,User: tbd,User: 7.6,User: tbd,User: 8.1
14-Jun-19,21-Sep-18,1-Jan-17,17-Jun-16,25-Sep-15
Free,Mulberry Violence,Permo,Viola Beach,Great Big Flamingo Burning Moon
72,73,75,74,74
Iggy Pop,Trevor Powers,Spinning Coin,Viola Beach,The Wave Pictures
User: 7.5,User: tbd,User: tbd,User: 7.7,User: tbd
6-Sep-19,17-Aug-18,10-Nov-17,29-Jul-16,16-Feb-15
Until the Tide Creeps In,Big Red Machine,Brand New Abyss,Beulah,American Wrestlers
72,73,75,74,74
Penelope Isles,Big Red Machine,The Blow,John Paul White,American Wrestlers
User: tbd,User: 7.9,User: tbd,User: tbd,User: tbd
12-Jul-19,31-Aug-18,22-Sep-17,19-Aug-16,7-Apr-15
Sweating the Plague,Marble Skies,The Canyon,Toy,Modern Dancing
72,73,75,74,74
Guided by Voices,Django Django,The Used,Yello,TRAAMS
User: 6.8,User: 7.3,User: 7.5,User: 7.3,User: tbd
25-Oct-19,26-Jan-18,27-Oct-17,30-Sep-16,13-Nov-15
Stunning Luxury,Marauder,Not Dark Yet,Undercurrent,Colours of the Night
72,73,75,74,74
Snapped Ankles,Interpol,Shelby Lynne,Sarah Jarosz,Peter Broderick
User: 7.0,User: 7.8,User: tbd,User: tbd,User: tbd
1-Mar-19,24-Aug-18,18-Aug-17,17-Jun-16,4-May-15
Threads,Jellies,All-Amerikkkan Bada$$,Echtzeit,Touch Down 2 Cause Hell
72,73,75,74,74
Sheryl Crow,77:78,Joey Bada$$,Qluster,Boosie Badazz
User: 5.6,User: 8.0,User: 8.1,User: tbd,User: 6.8
30-Aug-19,6-Jul-18,7-Apr-17,4-Mar-16,26-May-15
Czarface Meets Ghostface,Geography,The Centre Cannot Hold,Life of Pause,Individ
72,73,75,74,74
Czarface,Tom Misch,Ben Frost,Wild Nothing,The Dodos
User: 8.2,User: 8.1,User: 8.0,User: 7.8,User: 8.1
15-Feb-19,6-Apr-18,29-Sep-17,19-Feb-16,27-Jan-15
Good Fruit,Rainier Fog,A Sentimental Education,Command Your Weather,Dreams Worth More Than Money
71,73,75,74,74
TEEN,Alice in Chains,Luna,Big Business,Meek Mill
User: tbd,User: 7.9,User: tbd,User: tbd,User: 7.1
1-Mar-19,24-Aug-18,22-Sep-17,8-Jul-16,29-Jun-15
One of the Best Yet,Shawn Mendes,Choir of the Mind,Always Strive and Prosper,EVENIFUDONTBELIEVE
71,73,75,74,74
Gang Starr,Shawn Mendes,Emily Haines & the Soft Skeleton,A$AP Ferg,Rustie
User: 6.8,User: 7.5,User: 7.8,User: 7.3,User: 7.7
15-Nov-19,25-May-18,15-Sep-17,22-Apr-16,6-Nov-15
Heard It in a Past Life,Love is Dead,Art in the Age of Automation,Stiff,Citizen Zombie
71,73,75,74,74
Maggie Rogers,Chvrches,Portico Quartet,White Denim,The Pop Group
User: 8.2,User: 7.5,User: tbd,User: 8.0,User: 7.1
18-Jan-19,25-May-18,25-Aug-17,25-Mar-16,24-Feb-15
In the Spirit World Now,Ella Mai,How Do You Spell Heaven,Man About Town,Where All Is Fled
71,73,75,74,74
Ceremony,Ella Mai,Guided by Voices,Mayer Hawthorne,Steve Hauschildt
User: tbd,User: 8.2,User: tbd,User: 7.2,User: tbd
23-Aug-19,12-Oct-18,11-Aug-17,8-Apr-16,25-Sep-15
Death Becomes Her,Vessel of Love,Collection,Primitives,Lost Themes
71,73,75,74,74
Angel-Ho,Hollie Cook,Soccer Mommy,Bayonne,John Carpenter
User: tbd,User: 8.3,User: tbd,User: tbd,User: 7.4
1-Mar-19,26-Jan-18,4-Aug-17,25-Mar-16,3-Feb-15
Romance,New Material,Darling of the Afterglow,Infinite Summer,Revival
71,73,75,74,74
Camila Cabello,Preoccupations,Lydia Ainsworth,Nzca/Lines,Selena Gomez
User: 8.8,User: 7.9,User: 7.0,User: tbd,User: 7.8
6-Dec-19,23-Mar-18,31-Mar-17,22-Jan-16,9-Oct-15
Hurts 2B Human,Resistance,The Courtneys II,Cautionary Tale,The Clearing
71,72,75,74,74
P!nk,Brandon Coleman,The Courtneys,Dylan LeBlanc,Rachel Grimes
User: 7.6,User: tbd,User: 8.0,User: tbd,User: tbd
26-Apr-19,14-Sep-18,17-Feb-17,15-Jan-16,26-May-15
Girl,American Utopia,Morningside,The Small Hours,For All My Sisters
71,72,74,74,74
Girl Ray,David Byrne,Fazerdaze,Matt Berry,The Cribs
User: tbd,User: 6.6,User: 8.1,User: tbd,User: 7.3
22-Nov-19,9-Mar-18,5-May-17,16-Sep-16,24-Mar-15
Spirit Counsel,No Sounds Are Out of Bounds,Devout,The Last Hero,Vestiges & Claws
71,72,74,74,74
Thurston Moore,The Orb,Mr. Mitch,Alter Bridge,Jose Gonzalez
User: 4.3,User: tbd,User: tbd,User: 7.8,User: 8.0
20-Sep-19,22-Jun-18,21-Apr-17,7-Oct-16,17-Feb-15
Lust for Youth,Panic Blooms,Iris [Original Motion Picture Soundtrack],Lady Parts,Future Hearts
71,72,74,74,74
Lust for Youth,Black Moth Super Rainbow,A Winged Victory for the Sullen,Fudge,All Time Low
User: tbd,User: 7.1,User: tbd,User: tbd,User: 7.7
7-Jun-19,4-May-18,13-Jan-17,9-Sep-16,7-Apr-15
I,The Deconstruction,Universal High,Los Niños Sin Miedo,Marks to Prove It
71,72,74,74,74
Föllakzoid,Eels,Childhood,The Parrots,The Maccabees
User: tbd,User: 7.1,User: tbd,User: tbd,User: 8.3
2-Aug-19,6-Apr-18,21-Jul-17,26-Aug-16,31-Jul-15
The Big Day,Violence,IN///PARALLEL,The Heart Speaks in Whispers,Everything Is a Mess
71,72,74,74,74
Chance the Rapper,Editors,Dhani Harrison,Corinne Bailey Rae,Fist City
User: 3.9,User: 7.5,User: 8.8,User: 7.8,User: tbd
26-Jul-19,9-Mar-18,6-Oct-17,13-May-16,23-Jun-15
From Out of Nowhere,Spencer Sings the Hits!,Multi-Task,Not to Disappear,Desolation Sounds
70,72,74,74,74
Jeff Lynne's ELO,Jon Spencer,Omni,Daughter,Gallows
User: 8.3,User: tbd,User: 7.5,User: 7.9,User: tbd
1-Nov-19,9-Nov-18,22-Sep-17,15-Jan-16,14-Apr-15
Vol. 4 :: Slaves of Fear,The Pains of Growing,Anything Could Happen,Metal Resistance,It's a Holiday Soul Party
70,72,74,74,74
HEALTH,Alessia Cara,Bash & Pop,Babymetal,Sharon Jones & the Dap-Kings
User: 7.5,User: 8.2,User: tbd,User: 8.5,User: tbd
8-Feb-19,30-Nov-18,20-Jan-17,1-Apr-16,30-Oct-15
Lookout Low,Halloween [Original 2018 Motion Picture Soundtrack],Rosewood Almanac,The Stage,Peanut Butter
70,72,74,74,74
Twin Peaks,John Carpenter,Will Stratton,Avenged Sevenfold,Joanna Gruesome
User: 6.5,User: 8.0,User: tbd,User: 8.6,User: 7.9
13-Sep-19,19-Oct-18,12-May-17,28-Oct-16,19-May-15
"Not Waving, But Drowning",>>>,Fake Sugar,"Same Language, Different Worlds",Gone by the Dawn
70,72,74,74,74
Loyle Carner,Beak>,Beth Ditto,Tim Burgess,Shannon and the Clams
